id,post_time,content,rise,post_id,segmented_content
1690313598178_F0DCU,2023-07-25,好險沒追,-1.0,49328,"['好險', '沒', '追']"
1686611912797_F0DCU,2023-06-12,Ccc,1.0,45733,['Ccc']
1675212516394_PTT02R,2023-02-01,"1. 標的：AMD.US

2. 分類：討論

3. 分析/正文：

AMD今天公佈了該公司的2022財年第四季度及全年財報。

AMD第四季度營收為55.99億美元，與上年同期的48.26億美元相比增長16%；
淨利潤為2100萬美元，與上年同期的9.74億美元相比下降98%；
non-GAAP調整後淨利潤為11.13億美元，與上年同期的11.22億美元相比基本持平。

AMD第四季度營收和調整後每股收益均超出華爾街分析師預期，
2022財年全年的營收也超出預期，但調整後每股收益略低於分析師預期。
業績展望方面，AMD對2023財年第一季度營收的展望未能達到分析師預期。
財報發佈後，AMD盤後股價上漲逾3%。

第四季度業績概要：

在截至2022年12月31日的這一財季，AMD的淨利潤為2100萬美元，每股收益為0.01美元，
這一業績遠不及上年同期。2021財年第四季度，AMD的淨利潤為9.74億美元，每股收益為
0.80美元。

不計入某些一次性項目（不按照美國通用會計準則），AMD第四季度調整後淨利潤為11.13
億美元，與上年同期的11.22億美元相比基本持平；調整後每股收益為0.69美元，相比之
下上年同期的調整後每股收益為0.92美元，同比下降25%，但這一業績仍舊超出華爾街分
析師此前預期。據雅虎財經頻道提供的數據顯示，28名分析師此前平均預期AMD第四季度
每股收益將達0.67美元。

AMD第四季度營收為55.99億美元，與上年同期的48.26億美元相比增長16%，這一業績也略
微超出分析師此前預期。據雅虎財經頻道提供的數據顯示，27名分析師平均預期AMD第四
季度營收將達55億美元。

AMD第四季度運營虧損為1.49億美元，相比之下上年同期的運營利潤為12.07億美元，相當
於同比下降112%。AMD第四季度運營利潤率為-3%，與上年同期的25%相比下降28個百分點
。

不計入某些一次性項目（不按照美國通用會計準則），AMD第四季度調整後運營利潤為
12.62億美元，相比之下上年同期的運營利潤為13.28億美元，同比下降5%。不計入某些一
次性項目（不按照美國通用會計準則），AMD第四季度調整後運營利潤率為23%，與上年同
期的27%相比下降4個百分點。

按業務部門劃分的營收和運營利潤：

-數據中心部門第四季度營收為16.55億美元，與上年同期的11.63億美元相比增長42%；
 運營利潤為4.44億美元，相比之下上年同期為3.69億美元；
 運營利潤率為27%，相比之下上年同期為32%。

-客户部門第四季度營收為9.03億美元，與上年同期的18.29億美元相比下降51%；
 運營虧損為1.52億美元，相比之下上年同期的運營利潤為5.30億美元。

-遊戲部門第四季度營收為16.44億美元，與上年同期的17.63億美元相比下降7%；
 運營利潤為2.66億美元，相比之下上年同期為4.07億美元；運營利潤率為16%，
 相比之下上年同期為23%。

-嵌入式產品部門第四季度營收為13.97億美元，與上年同期的7100萬美元相比增長1868%；
 運營利潤為6.99億美元，相比之下上年同期為1800萬美元；運營利潤率為50%，相比之下
 上年同期為25%。

-其他所有部門第四季度的運營虧損為14.06億美元，相比之下上年同期的運營虧損為
 1.17億美元。

AMD第四季度運營支出為25.57億美元，與上年同期的12.23億美元相比增長109%。其中，
AMD第四季度的研發支出為13.66億美元，相比之下上年同期為8.11億美元；營銷、總務和
行政支出為5.90億美元，相比之下去年同期為4.12億美元。不計入某些一次性項目（不按
照美國通用會計準則），AMD第四季度調整後運營支出為16.02億美元，與上年同期的
11.03億美元相比增長45%。

AMD第四季度毛利潤為24.03億美元，與上年同期的24.26億美元相比基本持平。不計入某
些一次性項目（不按照美國通用會計準則），AMD第四季度調整後毛利潤為28.59億美元，
與上年同期的24.27億美元相比增長18%。

AMD第四季度毛利率為43%，與上年同期的50%相比下降740個基點。不計入某些一次性項目
（不按照美國通用會計準則），AMD第四季度調整後毛利率為51%，與上年同期的50%相比
上升70個基點。

全年業績概要：

AMD全年營收為236.01億美元，與2021財年的164.34億美元相比增長44%；毛利潤為106.03
億美元，與2021財年的79.29億美元相比增長34%；毛利率為45%，與2021財年的48%相比下
降330個基點；運營支出為94.41億美元，與2021財年的42.93億美元相比增長120%；運營
利潤為12.64億美元，相比之下2021財年的運營利潤為36.48億美元，同比下降65%；運營
利潤率為5%，與2021財年的22%相比下降17個百分點；淨利潤為13.20億美元，相比之下
2021財年的淨利潤為31.62億美元，同比下降58%；每股收益為0.84美元，相比之下2021財
年的每股收益為2.57美元，同比下降67%。

不計入某些一次性項目（不按照美國通用會計準則），AMD全年的調整後毛利潤為122.73
億美元，與2021財年的79.34億美元相比增長55%；調整後毛利率為52%，與2021財年的48%
相比上升370個基點；調整後運營支出為60.30億美元，相比之下2021財年為38.77億美元
，同比增長56%；調整後運營利潤為63.45億美元，相比之下2021財年的調整後運營利潤為
40.69億美元，同比增長56%；調整後淨利潤為55.04億美元，相比之下2021財年的調整後
淨利潤為34.35億美元，同比增長60%；調整後每股收益為3.50美元，相比之下2021財年的
調整後每股收益為2.79美元，同比增長25%。

AMD全年營收超出分析師預期，但調整後每股收益略低於分析師預期。據雅虎財經頻道提
供的數據顯示，36名分析師此前平均預期AMD全年營收將達235.1億美元，31名分析師此前
平均預期AMD全年調整後每股收益將達3.51美元。

業績展望：

AMD預計，2023財年第一季度該公司的營收將達53億美元左右，上下浮動3億美元，同比下
降10%，這一業績展望未能達到分析師預期。據雅虎財經頻道提供的數據顯示，27名分析
師目前平均預期AMD第一季度營收將達54.8億美元。此外，AMD還預計，不按照美國通用會
計準則計算，2023財年第一季度的毛利率預計將達50%左右。

AMD預計，在2023財年第一季度，客户和遊戲業務的營收將會有所下降，但將被嵌入式和
數據中心業務營收的增長所部分抵消。

4. 進退場機制：(非長期投資者，必須有停損機制。討論、心得類免填)

僅為討論

--
",1.0,142450,"['1', '.', ' ', '標的', '：', 'AMD.US', ' ', ' ', '2', '.', ' ', '分類', '：', '討論', ' ', ' ', '3', '.', ' ', '分析', '/', '正文', '：', ' ', ' AMD', '今天', '公佈', '了', '該', '公司', '的', '2022', '財年', '第四', '季度', '及', '全', '年', '財報', '。', ' ', ' ', 'AMD', '第四', '季度', '營收', '為', '55.99', '億', '美元', '，', '與', '上', '年', '同', '期', '的', '48.26', '億', '美元', '相比', '增長', '16', '%', '；', ' ', '淨', '利潤', '為', '2100萬', '美元', '，', '與', '上', '年', '同期', '的', '9.74', '億', '美元', '相比', '下降', '98', '%', '；', ' ', 'non-GAAP', '調整', '後', '淨', '利潤', '為', '11.13', '億', '美元', '，', '與', '上年', '同', '期', '的', '11.22', '億', '美元', '相比', '基本', '持平', '。', ' ', ' ', 'AMD', '第四', '季度', '營收', '和', '調整']"
1701824039461_mobileM,2023-12-06,這種產品很適合現在的小宅 平常電視放著占空間 投影機有需要再拿出來,1.0,131044,"['這', '種', '產品', '很', '適合', '現在', '的', '小宅', ' ', '平常', '電視', '放', '著', '占', '空間', ' ', '投影機', '有', '需要', '再', '拿出來']"
1657676428201_F01,2022-07-13,nan,1.0,81686,['nan']
1650052579209_F0DCU,2022-04-15,繼續往下洗。我越開心,-1.0,6422,"['繼續', '往', '下', '洗', '。', '我', '越', '開心']"
1698811912938_F0DCU,2023-11-01,"很多方面 分戶帳？超過非約轉限額？
單從這樣無法判斷",1.0,64742,"['很多', '方面', ' 分戶帳', '？', '超過', '非約', '轉', '限額', '？', ' 單', '從', '這樣', '無法', '判斷']"
1678776728437_PTT02R,2023-03-14,"我選這篇回是因為這篇推文還搞不太清楚狀況

先說明FED Watch
FED Watch是芝加哥交易所利率期貨價格, 套用模型去估算個月分利率機率
利率期貨是市場買出來的, 所以這代表市場共識

不過市場不一定是理性的
有時市場會因為恐慌做出過度反應
但有時這些過度反應沒有得到遏止, 越滾越大, 反而讓原本的恐慌預期成真
市場常常是自我實現



FED Watch 三月共識利率
https://i.imgur.com/Ir5cgzT.png

三月共識利率, 維持不調整的可能性正在快速成長
昨天早上還只有2%, 現在已經快過半, 降息預期隨時跳出來都不意外

不過更誇張的是六月之後的共識利率

FED Watch 六月共識利率
https://i.imgur.com/vmlaVVC.png

今天早上看還有七成維持目前利率, 現在已經是降一碼最多

到年底
https://i.imgur.com/WkSORRF.png

配合同樣也是市場買出來的, 兩年期國債殖利率
https://i.imgur.com/rLGRYNw.png


直接講結論, 市場很恐慌, 目前市場操作行為, 暗示半年內發生硬著陸
野村這則新聞出現並不意外
他們只是希望FED在三月就展開行動阻止市場預期的硬著陸

希望接下來幾天或幾個禮拜, 市場情緒能平靜下來

",1.0,143189,"['我', '選', '這', '篇', '回', '是', '因為', '這', '篇', '推文', '還', '搞', '不', '太', '清楚', '狀況', ' ', ' ', '先', '說明', 'FED Watch FED ', 'Watch', '是', '芝加哥', '交易', '所', '利率', '期貨', '價格', ',', ' ', '套用', '模型', '去', '估算', '個', '月', '分利率', '機率', ' 利率', '期貨', '是', '市場', '買出來', '的', ',', ' ', '所以', '這', '代表', '市場', '共識', ' ', ' ', '不過', '市場', '不', '一定', '是', '理性', '的', ' ', '有', '時', '市場', '會', '因為', '恐慌', '做出', '過度', '反應', ' ', '但', '有時', '這些', '過度', '反應', '沒有', '得', '到', '遏止', ',', ' ', '越', '滾', '越', '大', ',', ' ', '反而', '讓', '原本', '的', '恐慌', '預期', '成真', ' ', '市場', '常常', '是', '自我', '實現', '    FED', ' Watch', ' ', '三月', '共識利率', ' ', 'https', ':', '/', '/']"
1683858855084_mobileM,2023-05-12,投資有多種管道，獲利跟風險相關，目前美國境內美金定存利率高達5%，國內各家銀行也紛紛提高定存利率，短期股市震盪下，或導致資金流入定存或較低風險的債券及票券，真對台灣股市有信心，找找近期股息高於５％且持續高營收的個股吧！ 還是要提醒：投資都有風險！！,1.0,112880,"['投資', '有', '多', '種', '管道', '，', '獲利', '跟', '風險', '相關', '，', '目前', '美國', '境內', '美金', '定存', '利率', '高達', '5', '%', '，', '國內', '各', '家', '銀行', '也', '紛紛', '提高', '定存', '利率', '，', '短期', '股市', '震盪', '下', '，', '或', '導致', '資金', '流入', '定存', '或', '較', '低', '風險', '的', '債券', '及', '票券', '，', '真', '對', '台灣', '股市', '有', '信心', '，', '找找', '近期', '股息', '高於', '５', '％', '且', '持續', '高', '營收', '的', '個股', '吧', '！', ' ', '還是', '要', '提醒', '：', '投資', '都', '有', '風險', '！', '！']"
1652723743583_F01,2022-05-17,難怪最近<BR>金融股特別弱?跟這個也有關係?,-1.0,73333,"['難怪', '最近', '<', 'BR', '>', '金融股', '特別', '弱', '?', '跟', '這', '個', '也', '有', '關係', '?']"
1681505030586_F0DCU,2023-04-14,有謠言是說凱基要把群益併購,-1.0,38103,"['有', '謠言', '是', '說', '凱基', '要', '把', '群益', '併購']"
1656468821707_F01,2022-06-29,<BR>我貼的視頻是對比台灣；你貼的視頻，則是對比以前的大陸。,-1.0,78612,"['<', 'BR', '>', '我', '貼', '的', '視頻', '是', '對比', '台灣', '；', '你', '貼', '的', '視頻', '，', '則', '是', '對比', '以前', '的', '大陸', '。']"
1691034130721_F0DCU,2023-08-02,"https://megapx-assets.dcard.tw/images/0649c5d0-8900-4344-9baf-6581728c32db/640.jpeg
有人歡樂有人愁，同一檔股票做的方法、時間不同，結果也是大不同呀，股市真是個有趣的東西😊😊😊😊😊",-1.0,55594,"['https', ':', '/', '/', 'megapx-assets.dcard.tw/images/0649c5d0-8900-4344-9baf-6581728c32db/640.jpeg', ' ', '有', '人', '歡樂', '有', '人', '愁', '，', '同', '一', '檔', '股票', '做', '的', '方法', '、', '時間', '不同', '，', '結果', '也', '是', '大', '不同', '呀', '，', '股市', '真', '是', '個', '有趣', '的', '東西', '😊😊😊😊😊']"
1681914473148_mobileR,2023-04-19,[讚][100分],-1.0,111635,"['[', '讚', ']', '[', '100', '分', ']']"
1686117360910_mobileR,2023-06-07,"等吧,明天看看,今天K線說明高點未到",1.0,117158,"['等', '吧', ',', '明天', '看看', ',', '今天', 'K', '線', '說明', '高點', '未', '到']"
1650503348932_F0DCU,2022-04-20,17659是什麼,-1.0,7462,"['17659', '是', '什麼']"
1655751537690_F0DCU,2022-06-20,定期不定額開買 可以搭配均線控制,-1.0,12859,"['定期', '不', '定額', '開買', ' ', '可以', '搭配', '均線', '控制']"
1692317101374_F0DCU,2023-08-17,"事後論，如果現在又創新高只會有一堆文章說賣太早我好心痛，簡單來說你這種文就是幹文
https://sticker-assets.dcard.tw/images/7ae6c525-885c-4075-b71e-ac94f0c16b52/orig.png",1.0,58728,"['事', '後', '論', '，', '如果', '現在', '又', '創', '新高', '只', '會', '有', '一', '堆', '文章', '說', '賣', '太早', '我', '好心痛', '，', '簡單', '來', '說', '你', '這', '種', '文', '就', '是', '幹文', ' ', 'https', ':', '//sticker-assets.dcard.tw/images/7ae6c525-885c-4075-b71e-ac94f0c16b52/orig.png']"
1663669923952_F01,2022-09-20,眾人開始磨豆，期魂準備做膏。<BR>一意夯一價，一價燉一膏。,-1.0,84662,"['眾人', '開始', '磨豆', '，', '期魂', '準備', '做', '膏', '。', '<', 'BR', '>', '一意', '夯', '一', '價', '，', '一', '價', '燉', '一', '膏', '。']"
1667502136299_F0DCU,2022-11-03,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,1.0,28977,"['已經', '刪除', '的', '內容', '就', '像', ' ', 'Dcard', ' ', '一樣', '，', '錯過', '是', '無法', '再', '相見', '的', '！']"
1660076314680_F0DCUNEW,2022-07-13,存股，但漲到一定程度（如達幾年的股利）會出掉,1.0,20669,"['存股', '，', '但', '漲', '到', '一定', '程度', '（', '如', '達', '幾', '年', '的', '股利', '）', '會', '出掉']"
1691734584112_PTT02R,2023-08-11,"1. 標題：本公司董事會決議辦理現金增資發行普通股

2. 來源：公開資訊觀測站

3. 網址：https://mops.twse.com.tw/mops/web/t05sr01_1

4. 內文：

1.董事會決議日期:112/08/11
2.增資資金來源:現金增資發行新股
3.是否採總括申報發行新股(是，請併敘明預定發行期間/否):否
4.全案發行總金額及股數(如屬盈餘或公積轉增資，發行股數則不含配發給員工部分):
發行普通股500,000仟股
5.採總括申報發行新股案件，本次發行金額及股數:不適用
6.採總括申報發行新股案件，本次發行後，剩餘之金額及股數餘額:不適用
7.每股面額:新台幣10元
8.發行價格:實際發行價格及募集總金額俟奉主管機關核准後，授權董事長於董事會授權
之價格區間內，依相關法令規定及視市場狀況與證券承銷商議定之。
9.員工認購股數或配發金額:發行新股數之10%，計50,000仟股
10.公開銷售股數:發行新股數之10%，計50,000仟股
11.原股東認購或無償配發比例:發行新股數之80%，計400,000仟股
12.畸零股及逾期未認購股份之處理方式:原股東及員工認購不足或分配不足一股部分原股
東逾期未拼湊者，授權董事長洽特定人按發行價格認購之。
13.本次發行新股之權利義務:與原發行普通股相同。
14.本次增資資金用途:充實營運資金、強化財務結構並提升資本適足率。
15.其他應敘明事項:
(1)本次增資案奉主管機關申報生效後，由董事會授權董事長於授權之價格區間內另訂發
行價格、發行股數、發行條件、募集金額、增資認股基準日、增資基準日及辦理其餘增
資發行相關事項。
(2)本次現金增資之實際發行價格，若因市場情形之變動，將依「中華民國證券商業同業
公會承銷商輔導發行公司募集與發行有價證券自律規則」第六條第一項規定予以調整。
(3)現金增資發行普通股如每股實際發行價格因市場變動而調整，致募集資金不足時，將
相對減少本次資金運用計畫所需金額；惟若募集資金增加時，則將作為充實營運資金之
用。

--
",1.0,146332,"['1', '.', ' ', '標題', '：', '本', '公司', '董事會', '決議', '辦理', '現金', '增資', '發行', '普通股', ' ', ' ', '2', '.', ' ', '來源', '：', '公開', '資訊', '觀測站', ' ', ' ', '3', '.', ' ', '網址', '：', 'https://mops.twse.com.tw/mops/web/t05sr01', '_', '1', ' ', ' ', '4', '.', ' ', '內文', '：', ' ', ' ', '1', '.', '董事會', '決議', '日期', ':', '112', '/', '08', '/', '11', ' ', '2', '.', '增資', '資金', '來源', ':', '現金', '增資', '發行', '新', '股', ' ', '3', '.', '是否', '採', '總括', '申報', '發行', '新股', '(', '是', '，', '請', '併敘明', '預定', '發行', '期間', '/否', ')', ':', '否', ' ', '4', '.', '全', '案', '發行', '總', '金額', '及', '股數', '(', '如', '屬', '盈餘', '或', '公積', '轉', '增資', '，', '發行', '股數', '則']"
1665478231036_mobileM,2022-10-11,"即使是大勢所趨的事, 也是需要時間的, 而且是一個過程, 不是一瞬間的變化, 全世界無法承受變化過快的衝擊. 這過程也有可能比你的剩餘壽命還長, 是你先廢還是它先廢還難說. 就像新能源注定取代石油, 也是要耗費數十年的時間.",-1.0,88048,"['即使', '是', '大勢所趨', '的', '事', ',', ' ', '也', '是', '需要', '時間', '的', ',', ' ', '而且', '是', '一', '個', '過程', ',', ' ', '不', '是', '一', '瞬間', '的', '變化', ',', ' ', '全', '世界', '無法', '承受', '變化', '過快', '的', '衝擊', '.', ' ', '這', '過程', '也', '有', '可能', '比', '你', '的', '剩餘', '壽命', '還', '長', ',', ' ', '是', '你', '先', '廢', '還是', '它', '先', '廢', '還', '難', '說', '.', ' ', '就', '像', '新', '能源', '注定', '取代', '石油', ',', ' ', '也', '是', '要', '耗費', '數十', '年', '的', '時間', '.']"
1691025945871_F0DCU,2023-08-02,"可以留個5萬或10萬現金
放高利活存
例如new new bank、華南sny之類的
自行估狗「高利活存」或「高利數位帳戶」
就一堆文章了

剩下10～15萬可以丟006208或878
各有信徒",-1.0,54989,"['可以', '留', '個', '5萬', '或', '10萬', '現金', ' ', '放', '高利', '活存', ' ', '例如', 'new new bank', '、', '華南', 'sny', '之', '類', '的', ' ', '自行', '估', '狗', '「', '高利', '活存', '」', '或', '「', '高利', '數位', '帳戶', '」', ' ', '就', '一', '堆', '文章', '了', ' ', ' ', '剩下', '10', '～', '15萬', '可以', '丟', '006208', '或', '878', ' ', '各', '有', '信徒']"
1681742738421_mobileR,2023-04-17,別嘴被中共統一你就是跟不正苗不紅黑五類會被送勞改營，到時候禍害你子孫,-1.0,110854,"['別嘴', '被', '中共', '統一', '你', '就是', '跟', '不', '正苗', '不', '紅黑', '五', '類', '會', '被', '送', '勞', '改營', '，', '到時候', '禍', '害', '你', '子孫']"
1684802062237_mobileM,2023-05-23,"這不就是""騙你中獎 要匯稅金"" 的萬年爛梗進化版嗎??? 還有人會上當?????",1.0,115866,"['這', '不', '就是', '""', '騙', '你', '中獎', ' ', '要', '匯', '稅金', '""', ' ', '的', '萬年', '爛梗', '進化版', '嗎', '?', '?', '?', ' ', '還', '有', '人', '會', '上', '當', '?', '?', '?', '?', '?']"
1681748675431_mobileR,2023-04-17,盤後上下都沒多大動靜,-1.0,110863,"['盤', '後', '上下', '都', '沒', '多', '大動靜']"
1648704846433_F02_dcard,2022-03-31,請問板上的前輩有沒有推薦的銀行股？,-1.0,4196,"['請問', '板', '上', '的', '前輩', '有沒有', '推薦', '的', '銀行股', '？']"
1656036967772_F01,2022-06-24,<BR>日本不是每個人的薪資都是台灣人的好幾倍，底層工作人員收入沒比台灣高多少，但生活費確實比台灣貴。導致很多人只能住網咖，或兼差色情行業。例如某位媽媽生了三個小孩，老公的年收入300萬元日幣（相當於新台幣66萬元），每個月給她的家計費不到6萬元日幣（相當於新台幣1.3萬元），人妻擔心男人愛面子，最後只能自己下海賺錢。日本人妻怎賺錢？「微色情」副業正夯 月入22萬卻藏心酸故事,-1.0,77722,"['<', 'BR', '>', '日本', '不', '是', '每', '個', '人', '的', '薪資', '都', '是', '台灣人', '的', '好幾', '倍', '，', '底層', '工作', '人員', '收入', '沒', '比', '台灣', '高', '多少', '，', '但', '生活費', '確實', '比', '台灣', '貴', '。', '導致', '很多', '人', '只', '能', '住', '網咖', '，', '或', '兼', '差色情', '行業', '。', '例如', '某', '位', '媽媽', '生', '了', '三', '個', '小孩', '，', '老公', '的', '年', '收入', '300萬', '元', '日幣', '（', '相當', '於', '新台幣', '66萬', '元', '）', '，', '每', '個', '月', '給', '她', '的', '家', '計費', '不', '到', '6萬', '元', '日幣', '（', '相當', '於', '新台幣', '1.3', '萬', '元', '）', '，', '人妻', '擔心', '男人', '愛', '面子', '，', '最後', '只', '能', '自己', '下海', '賺錢', '。', '日本', '人妻', '怎', '賺錢', '？', '「', '微色情', '」', '副業', '正', '夯', ' ', '月入', '22萬', '卻', '藏心酸', '故事']"
1671526454366_mobileM,2022-12-20,現在撐住的話 吸不了年終獎金啦 應該會殺到元旦前 然後反彈兩個禮拜把年終獎金吸進來以後再繼續殺,-1.0,99939,"['現在', '撐住', '的', '話', ' ', '吸不了', '年終', '獎金', '啦', ' ', '應該', '會', '殺到', '元旦前', ' ', '然後', '反彈', '兩', '個', '禮拜', '把', '年終', '獎金', '吸', '進來', '以後', '再', '繼續', '殺']"
1666681512584_mobileR,2022-10-25,你引用的數據來源是甚麼? 我怎麼算都怪怪的,1.0,91793,"['你', '引用', '的', '數據', '來源', '是', '甚麼', '?', ' ', '我', '怎麼', '算', '都', '怪怪', '的']"
1650416472507_F01,2022-04-20,房子殼炸光光了，還有土地，<BR>戰後承接的國家銀行員還是會來敲你的門(如果門有留下的話)，要查封你名下的資產，<BR>除非被酷斯拉的嘴砲射中，穿越地心射穿到地球另一端弄了個透心涼，兩端土地都蒸發了。,-1.0,72675,"['房子殼', '炸光光', '了', '，', '還', '有', '土地', '，', '<', 'BR', '>', '戰後', '承接', '的', '國家', '銀行員', '還是', '會', '來', '敲', '你', '的', '門', '(', '如果', '門', '有', '留下', '的', '話', ')', '，', '要', '查封', '你', '名下', '的', '資產', '，', '<', 'BR', '>', '除非', '被', '酷斯拉', '的', '嘴', '砲射', '中', '，', '穿越', '地心', '射', '穿到', '地球', '另', '一', '端', '弄', '了', '個', '透心涼', '，', '兩', '端', '土地', '都', '蒸發', '了', '。']"
1671490061931_mobileM,2022-12-20,"很多人誤以為先買0056新納入成分股可以套利,事實證明不是這樣...",-1.0,99697,"['很多', '人', '誤以為', '先', '買', '0056', '新', '納入', '成分股', '可以', '套利', ',', '事實', '證明', '不', '是', '這樣', '...']"
1697145161416_mobileR,2023-10-13,我最怕賭星期五然後又卡彈沒買回來..這樣子要熬2天甚至3天...整個周末都憋憋扭扭[笑到噴淚][笑到噴淚][笑到噴淚]心不在焉[大哭],-1.0,127023,"['我', '最', '怕', '賭', '星期五', '然後', '又', '卡彈', '沒', '買回來', '..', '這樣', '子', '要', '熬', '2', '天', '甚至', '3', '天', '...', '整', '個', '周末', '都', '憋', '憋', '扭扭', '[', '笑到', '噴淚', ']', '[', '笑', '到', '噴淚', ']', '[', '笑到', '噴淚', ']', '心不在焉', '[', '大', '哭', ']']"
1650025817236_F02_dcard,2022-04-15,"打給安安！打給賀！哇係社畜！社畜是我😄
星期五來點長篇乾貨小技巧分享😄

今日在1030左右因以下幾點原因及配合「昨日分享的輔助技巧」做多敲進該股

1.大盤櫃買一起開低，雖於0915分左右有拉至開盤價上，不過後於10點後仍然破底續創低，整體盤勢偏空

https://i.imgur.com/8vTgmi8.jpg

2.看到該股整體表現相對亮眼，早盤位於平盤上，判定該股「此刻」為相對強勢，觀察想逆著大局勢做多，後於1030分左右附近看到類似竭盡的訊號
https://i.imgur.com/TihCanF.jpg
https://i.imgur.com/BjquGkQ.jpg
就於附近買入後po限動，心想等等至少碰到平盤出一些，留一些看市場是否賞臉能到日內均線附近，but but but 請看後續
https://i.imgur.com/WT2uxiN.jpg
一路崩崩崩崩崩崩崩崩崩，這時有沒有做停損就相當重要！

小弟電腦就是進場後2%一定自動停損，但配合「輔助」的竭盡訊號或許能讓我們「少」賠一點錢
https://i.imgur.com/YFY9x96.jpg
當時的竭盡點為75.6（因手機更新速度比較慢，）「猜測75.6這根長長的最低點是有人忍不住覺得一定要賣了，等等一定會更低，我要現在搶市價馬上脫手」造就而來的竭盡，小弟的這個手法的key就是賭這裡是竭盡，要準備翻轉了，所以之後的走勢一定不能破75.6這個價位，如果破了就代表這裡還不是竭盡，會馬上做停損，記得後來還有拉到76.3，不過再來就是一路像滑板車一樣溜下去


故這個「輔助訊號」的停損就是破該長線的低點，破了如果有注意到還沒點停損就是馬上自己摸摸鼻子趕緊出場，再來就是這個竭盡的翻轉是否斜率夠陡，越陡越斜越恐慌，如果有抓到翻轉獲利就越大勝率越高。（比較下圖）
https://i.imgur.com/pCROnUq.jpg


不過這只是增加勝率的「輔助」技巧，像今日會進場逆勢做多的主要原因是因為其相對強勢，只是後於這個時間點切入，優化成本及勝率，最後該筆是賠錢的，每樣策略都非100%的獲勝，如何出場其實比如何進場更重要。



今日的整體操作是賺錢的，另一筆操作邏輯分享及今日對帳單都會放於ig😄😄😄😄


https://www.instagram.com/younglife888_/


Ig👉小小社畜投資紀錄younglife888_



祝大家週末愉快😄
https://sticker-assets.dcard.tw/images/8de2f7bc-70af-4798-be89-4c7dc7b8f000/orig.png",-1.0,6454,"['打給', '安安', '！', '打給', '賀', '！', '哇', '係', '社畜', '！', '社畜', '是', '我', '😄', ' ', '星期五', '來', '點', '長篇', '乾貨', '小', '技巧', '分享', '😄  ', '今日', '在', '1030', '左右', '因', '以下', '幾', '點', '原因', '及', '配合', '「', '昨日', '分享', '的', '輔助', '技巧', '」', '做', '多', '敲進', '該', '股', ' ', ' ', '1.', '大盤', '櫃', '買', '一起', '開', '低', '，', '雖', '於', '0915', '分', '左右', '有', '拉至', '開盤價', '上', '，', '不過', '後', '於', '10', '點', '後', '仍然', '破底', '續', '創', '低', '，', '整體', '盤勢', '偏空', ' ', ' https', ':', '/', '/', 'i.imgur.com/8vTgmi8.jpg', ' ', ' ', '2', '.', '看到', '該', '股', '整體', '表現', '相對', '亮眼', '，', '早盤', '位於', '平盤', '上', '，', '判定', '該', '股', '「', '此', '刻', '」', '為', '相對', '強勢', '，', '觀察想']"
1665705062911_mobileR,2022-10-13,[國旗],-1.0,89768,"['[', '國旗', ']']"
1690174520693_F0DCU,2023-07-24,我是買00923~朋友教我市值型不用等高低點XD 因為看來看去可能反而遲遲沒進場，所以我就無腦定期定額，如果大盤有回檔比較深 (很主觀~譬如300點 或1.5%之類的~這一部分我完全看心情) 會單筆加碼,-1.0,48143,"['我', '是', '買', '00923', '~', '朋友', '教', '我', '市值型', '不用', '等', '高低點', 'XD', ' ', '因為', '看來', '看去', '可能', '反而', '遲遲', '沒', '進場', '，', '所以', '我', '就', '無', '腦', '定期', '定額', '，', '如果', '大盤', '有', '回檔', '比較', '深', ' ', '(', '很', '主觀', '~', '譬如', '300', '點', ' ', '或', '1.5', '%', '之', '類', '的', '~', '這', '一', '部分', '我', '完全', '看', '心情', ')', ' ', '會', '單筆', '加碼']"
1698411454411_F0DCU,2023-10-27,已經刪除的內容就像 Dcard 一樣，錯過是無法再相見的！,1.0,63704,"['已經', '刪除', '的', '內容', '就', '像', ' ', 'Dcard', ' ', '一樣', '，', '錯過', '是', '無法', '再', '相見', '的', '！']"
1647428914570_PTT02R,2022-03-16,"

今天接了一點
成本至少比2/21後的人還漂亮！
爆大量代表有人換手！
這樣解讀對吧

（先不要嘴融資 我習慣融資 必要才改現股）

https://i.imgur.com/lP6t5YD.jpg


",1.0,133249,"['今天', '接', '了', '一點', ' ', '成本', '至少', '比', '2', '/', '21', '後', '的', '人', '還', '漂亮', '！', ' ', '爆', '大量', '代表', '有', '人', '換', '手', '！', ' ', '這樣', '解讀', '對', '吧', ' ', ' ', '（', '先', '不要', '嘴', '融資', ' ', '我', '習慣', '融資', ' ', '必要', '才', '改', '現股', '）', ' ', ' ', 'https', ':', '/', '/', 'i.imgur.com/lP6t5YD.jpg']"
1686370803474_F0DCU,2023-06-09,這支主力首五日線,1.0,45089,"['這', '支', '主力', '首', '五', '日線']"
